PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SalePrice
906426060,50,6,0.0,159000,2,0,2,1,4,3,3,5,3,3,1,2,6,7,1958,2006,2,2,16,0,1,472.0,3,2,4,3,3,3,697.0,0.0,747.0,1444.0,2,4,1,1,700,0,2144,0.0,1.0,2,0,4,1,1,3,2,3,2.0,389.0,3,3,0,98,0,0,0,0,0,0,4,500,6,2007,1,12.531776395271262
905403050,50,6,62.0,6488,2,0,4,2,4,1,1,8,3,3,1,2,5,5,1942,1950,2,2,4,0,0,0.0,3,1,3,3,0,2,230.0,0.0,569.0,799.0,2,5,0,2,351,0,1150,0.0,0.0,1,0,3,1,4,3,4,1,1.0,215.0,3,3,264,0,0,0,0,0,0,0,0,0,3,2006,1,11.759793355371237
528108010,20,6,110.0,14230,2,0,4,2,4,2,1,19,3,3,1,1,8,5,2007,2007,2,2,15,0,4,640.0,3,3,4,3,0,1,0.0,0.0,1566.0,1566.0,2,5,1,1,0,0,1600,0.0,0.0,2,0,3,1,1,4,2,2,3.0,890.0,3,3,0,56,0,0,0,0,0,0,0,0,7,2009,1,12.454107814022272
909276210,50,6,110.0,7810,2,0,1,4,4,1,1,7,3,3,1,2,4,6,1930,2003,2,2,1,0,0,0.0,4,1,3,4,0,6,189.0,0.0,741.0,930.0,2,5,1,1,525,0,1755,0.0,0.0,2,0,4,1,1,3,6,1,1.0,231.0,2,3,0,40,0,0,0,0,0,0,0,0,11,2007,1,12.144202560946876
916475100,20,6,85.0,14331,2,0,4,2,4,1,1,27,3,3,1,1,8,5,2002,2002,4,2,15,0,2,630.0,3,3,5,3,3,6,1274.0,0.0,526.0,1800.0,2,5,1,1,0,0,1800,1.0,0.0,2,0,3,1,1,4,2,3,3.0,765.0,3,3,270,78,0,0,0,0,0,0,0,0,5,2006,1,12.652362948153474
533212010,160,3,30.0,3182,2,2,4,2,4,1,1,25,3,3,4,4,7,5,2004,2005,2,2,9,Pave,0,0.0,3,3,4,3,0,1,0.0,0.0,600.0,600.0,2,5,1,1,600,0,1200,0.0,0.0,2,1,2,1,1,0,6,2,2.0,480.0,3,3,0,172,0,0,0,0,0,0,0,0,6,2010,1,11.92504173829169
527451170,160,8,24.0,1920,2,0,4,2,4,1,1,3,3,3,4,4,5,5,1971,1971,2,2,7,0,2,376.0,3,2,3,3,0,5,471.0,0.0,294.0,765.0,2,5,1,1,600,0,1365,1.0,0.0,1,1,2,1,2,0,6,1,2.0,440.0,3,3,240,36,0,0,0,0,0,0,0,0,8,2007,1,11.715874472198905
531371070,60,6,68.0,10110,2,0,4,2,4,1,1,24,3,3,1,4,6,5,2003,2003,2,2,15,0,0,0.0,3,3,4,3,1,6,80.0,555.0,200.0,835.0,2,5,1,1,861,0,1696,1.0,0.0,2,1,3,1,1,0,2,2,2.0,542.0,3,3,143,66,0,0,0,0,0,0,0,0,7,2008,1,12.144202560946876
906394010,60,6,91.0,10984,2,0,1,2,4,2,1,6,3,3,1,4,7,5,2005,2006,2,2,15,0,0,0.0,3,3,4,3,3,1,0.0,0.0,945.0,945.0,2,5,1,1,864,0,1809,0.0,0.0,2,1,3,1,1,0,2,2,2.0,638.0,3,3,144,54,0,0,0,0,0,0,0,0,5,2006,4,12.253437985595856
527256030,20,6,85.0,14082,2,0,1,4,4,1,1,26,3,3,1,1,8,5,2006,2006,4,2,15,0,2,945.0,3,3,5,4,3,6,1558.0,0.0,662.0,2220.0,2,5,1,1,0,0,2234,1.0,0.0,1,1,1,1,1,4,2,2,2.0,724.0,3,3,390,80,0,0,0,0,0,0,0,0,1,2007,1,12.998906777477094
531382110,60,6,50.0,8480,2,0,1,2,4,1,1,24,3,3,1,4,6,5,1993,1994,2,2,7,0,2,120.0,3,3,4,3,0,6,602.0,0.0,284.0,886.0,2,5,1,1,794,0,1680,0.0,1.0,2,1,3,1,1,0,2,2,2.0,474.0,3,3,144,96,0,0,0,0,0,0,0,0,10,2008,1,12.001511614739405
906475110,60,6,0.0,12205,2,0,1,1,4,1,1,5,3,3,1,4,6,8,1966,2007,2,2,7,0,2,157.0,3,2,3,2,3,2,568.0,0.0,264.0,832.0,2,4,1,1,1111,0,2087,0.0,0.0,2,1,5,1,1,0,2,3,2.0,444.0,3,3,133,168,0,0,0,0,0,0,0,0,7,2007,1,12.141539457711714
907275010,20,6,90.0,15750,2,0,4,2,4,5,1,6,2,3,1,1,8,5,1999,2000,2,2,15,0,2,260.0,3,3,4,3,3,6,1246.0,0.0,216.0,1462.0,2,5,1,1,0,0,1513,1.0,0.0,2,0,2,1,1,3,2,3,2.0,521.0,3,3,135,34,0,0,0,0,0,0,0,0,6,2009,1,12.301387370778713
534201040,20,6,70.0,8050,2,0,4,2,4,1,1,20,3,3,1,1,5,6,1967,1993,2,2,9,0,0,0.0,3,2,3,3,0,5,474.0,38.0,437.0,949.0,2,3,1,1,0,0,1107,1.0,0.0,1,0,3,1,1,0,2,2,1.0,308.0,3,3,88,64,0,0,0,0,0,0,0,0,3,2007,1,11.751950239425476
535327140,20,6,60.0,7200,2,0,4,2,4,1,1,20,3,3,1,1,5,7,1955,2007,2,2,15,0,0,0.0,3,4,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,1,0,0,827,0.0,0.0,1,0,2,1,4,1,6,1,1.0,392.0,3,3,0,0,0,0,0,0,0,0,0,0,4,2010,1,11.58525542883217
902328040,75,8,35.0,6300,2,1,4,2,4,1,1,21,3,3,1,6,6,6,1914,2001,2,2,16,Grvl,0,0.0,3,2,3,3,0,1,0.0,0.0,742.0,742.0,2,5,1,1,742,0,1484,0.0,0.0,2,0,3,1,1,4,0,0,0.0,0.0,0,3,0,291,134,0,0,0,0,0,0,0,6,2008,1,11.759793355371237
902100030,30,8,30.0,5232,2,1,3,3,4,1,1,21,1,3,1,1,5,5,1925,2004,2,2,16,Grvl,0,0.0,3,1,2,3,0,1,0.0,0.0,680.0,680.0,2,4,0,4,0,0,764,0.0,0.0,1,0,2,1,1,0,6,1,2.0,504.0,3,1,0,0,0,0,0,0,0,0,0,0,6,2008,1,11.19822841866684
528164040,20,6,72.0,11846,2,0,1,4,4,1,1,19,3,3,1,1,9,5,2003,2004,4,2,15,0,2,562.0,3,3,5,3,3,6,1567.0,0.0,225.0,1792.0,2,5,1,1,0,0,1792,1.0,0.0,2,0,2,1,1,4,2,3,3.0,874.0,3,3,206,49,0,0,0,0,0,0,0,0,8,2006,1,12.832013750189885
528178070,60,6,130.0,16900,2,0,4,2,4,1,1,19,3,3,1,4,8,5,2001,2002,2,2,15,0,2,1110.0,3,3,5,3,1,6,1075.0,0.0,404.0,1479.0,2,5,1,1,1134,0,2649,1.0,0.0,2,1,4,1,1,3,2,3,3.0,746.0,3,3,0,60,0,0,0,0,0,0,0,0,1,2008,1,12.950984134533131
527164060,60,6,0.0,9636,2,0,1,2,4,2,1,9,3,3,1,4,6,5,1992,1993,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,808.0,808.0,2,4,1,1,785,0,1593,0.0,0.0,2,1,3,1,1,3,4,2,2.0,389.0,3,3,342,40,0,0,0,0,0,3,0,0,12,2009,1,12.08954444723597
908128050,85,6,90.0,10012,2,0,4,2,4,1,1,8,3,3,1,7,4,5,1972,1972,2,2,11,0,0,0.0,3,2,4,3,2,4,920.0,180.0,38.0,1138.0,2,3,1,1,0,0,1181,1.0,0.0,2,0,3,1,1,0,6,2,2.0,588.0,3,3,0,0,180,0,0,0,0,3,0,0,4,2008,1,11.83138646878959
528390020,20,6,91.0,14303,2,0,1,2,4,2,1,17,3,3,1,1,8,5,1994,1994,4,2,7,0,2,554.0,3,3,4,3,3,6,1314.0,0.0,672.0,1986.0,2,5,1,1,0,0,1987,1.0,0.0,2,0,2,1,1,3,2,3,2.0,691.0,3,3,262,36,0,0,0,0,0,0,0,0,8,2008,1,12.616528611893463
909250080,70,6,43.0,5707,2,0,4,3,4,1,1,22,2,3,1,4,6,6,1935,1950,2,2,16,0,0,0.0,3,1,3,3,0,1,0.0,0.0,583.0,583.0,2,4,1,3,595,0,1242,0.0,0.0,1,1,3,1,1,4,6,1,1.0,180.0,2,3,329,96,0,0,0,0,0,0,0,0,3,2009,1,11.561725152903833
534201260,20,6,78.0,9360,2,0,4,2,4,1,1,20,2,3,1,1,6,7,1968,2004,4,2,7,0,2,203.0,3,2,3,3,2,5,760.0,0.0,216.0,976.0,2,3,1,1,0,0,976,1.0,0.0,1,0,2,1,1,2,2,2,2.0,504.0,3,3,94,0,0,0,0,0,0,0,0,0,8,2006,1,11.967187086434018
903430050,50,8,40.0,5680,2,1,4,2,4,1,1,21,3,3,1,2,5,3,1901,1950,2,2,1,Grvl,0,0.0,3,2,3,3,0,1,0.0,0.0,969.0,969.0,2,3,0,2,245,0,1214,0.0,0.0,1,0,2,1,1,0,6,1,1.0,216.0,3,1,0,0,77,0,0,0,0,3,0,0,9,2007,1,11.669937760751914
535478090,20,6,70.0,7000,2,0,4,2,4,1,1,20,1,3,1,1,5,6,1962,1962,2,2,16,0,0,0.0,3,2,3,3,0,4,468.0,0.0,396.0,864.0,2,4,1,1,0,0,864,0.0,1.0,1,0,3,1,1,0,2,1,1.0,336.0,3,3,0,0,0,0,0,0,0,2,0,0,2,2006,1,11.561725152903833
909256060,50,6,51.0,10480,2,0,4,2,4,1,1,22,3,3,1,2,6,5,1936,1950,2,2,9,0,0,0.0,3,1,3,3,0,1,0.0,0.0,1064.0,1064.0,2,5,1,2,0,473,1639,0.0,0.0,1,0,3,1,6,0,6,1,1.0,240.0,3,3,0,0,0,0,0,0,0,0,0,0,3,2008,1,11.652696102959753
528112040,20,6,95.0,11578,2,0,4,2,4,1,1,19,3,3,1,1,9,5,2008,2008,2,2,15,0,4,302.0,3,3,5,3,0,1,0.0,0.0,1736.0,1736.0,2,5,1,1,0,0,1736,0.0,0.0,2,0,3,1,1,4,2,2,3.0,834.0,3,3,319,90,0,0,0,0,0,0,0,0,7,2009,1,12.793862088206213
906226110,90,6,64.0,7018,2,0,4,3,4,1,1,24,3,3,Duplex,1,5,5,1979,1979,2,2,11,0,0,0.0,3,4,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,1,0,0,1535,0.0,0.0,2,0,4,2,1,0,2,1,2.0,400.0,3,3,0,0,0,0,0,0,0,0,0,0,6,2009,1,11.685693195625964
534251280,60,6,0.0,9130,2,0,4,2,4,1,1,NWAmes,2,3,1,4,6,8,1966,2000,4,2,7,0,2,252.0,3,2,3,3,0,6,400.0,64.0,336.0,800.0,2,4,1,1,832,0,1632,0.0,1.0,1,1,4,1,1,0,2,1,2.0,484.0,3,3,0,40,0,0,0,0,0,0,0,0,7,2008,1,12.06105265381003
535383120,30,6,60.0,10800,2,1,4,2,4,2,1,21,3,3,1,1,3,5,1890,1998,2,2,15,Grvl,0,0.0,3,1,3,3,0,1,0.0,0.0,630.0,630.0,2,3,1,2,0,0,725,0.0,0.0,1,1,1,1,1,0,6,1,1.0,320.0,3,3,0,30,0,0,0,0,0,0,0,0,11,2009,1,11.270866642542865
528240020,60,6,62.0,8244,2,0,1,2,4,1,1,9,3,3,1,4,7,5,2004,2004,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,840.0,840.0,2,5,1,1,880,0,1720,0.0,0.0,2,1,3,1,1,4,2,3,2.0,440.0,3,3,100,48,0,0,0,0,0,0,0,0,5,2007,1,12.119975396053194
902135020,20,8,60.0,6000,2,2,4,3,4,1,2,21,3,3,2fmCon,1,4,4,1953,1953,2,2,9,Pave,0,0.0,3,2,2,3,0,1,0.0,0.0,936.0,936.0,2,3,0,1,0,0,936,0.0,0.0,1,0,2,1,3,0,6,1,2.0,576.0,3,3,0,32,112,0,0,0,0,0,0,0,2,2009,1,11.440365524765756
528228375,120,6,0.0,3621,2,0,4,2,4,1,1,1,3,3,4,1,8,5,2003,2003,4,2,15,0,2,72.0,3,3,4,3,3,6,1084.0,0.0,322.0,1406.0,2,5,1,1,0,0,1589,1.0,0.0,2,0,2,1,1,3,2,3,3.0,630.0,3,3,143,20,0,0,0,0,0,0,0,0,11,2007,1,12.330504638906516
527163040,60,6,59.0,7837,2,0,1,2,4,1,1,9,3,3,1,4,6,7,1993,1994,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,799.0,799.0,2,4,1,1,772,0,1571,0.0,0.0,2,1,3,1,1,3,2,2,2.0,380.0,3,3,0,40,0,0,0,0,0,0,0,0,5,2009,1,12.08954444723597
907192120,20,6,72.0,10665,2,0,1,2,4,1,1,6,3,3,1,1,7,5,2003,2003,2,2,15,0,2,167.0,3,3,4,3,2,6,1013.0,0.0,440.0,1453.0,2,5,1,1,0,0,1479,1.0,0.0,2,0,3,1,1,0,2,2,2.0,558.0,3,3,144,29,0,0,0,0,0,0,0,0,6,2007,1,12.328294703023394
924100060,60,6,70.0,10457,2,0,1,2,4,1,2,15,3,3,1,4,5,7,1969,1969,2,2,15,0,2,178.0,5,2,3,3,3,4,496.0,288.0,0.0,784.0,2,5,1,1,848,0,1632,0.0,0.0,1,1,4,1,1,3,2,2,2.0,898.0,3,3,0,173,368,0,0,0,0,3,0,0,4,2009,1,12.06105265381003
532378120,20,6,60.0,8281,2,0,1,2,4,1,1,23,3,3,1,1,5,5,1965,1965,2,2,9,0,0,0.0,3,2,3,3,0,3,553.0,311.0,0.0,864.0,2,4,1,1,0,0,864,0.0,0.0,1,0,3,1,1,1,6,1,1.0,360.0,3,3,0,0,236,0,0,0,0,2,0,0,12,2009,1,11.04106411122238
528104080,60,6,67.0,14948,2,0,1,2,4,1,1,19,3,3,1,4,9,5,2008,2008,4,2,15,0,4,268.0,3,3,5,3,2,6,1330.0,0.0,122.0,1452.0,2,5,1,1,1237,0,2713,1.0,0.0,2,1,3,1,1,4,2,3,3.0,858.0,3,3,126,66,0,0,0,0,0,0,0,0,11,2008,4,13.008661502470739
909250070,70,6,43.0,7000,2,0,4,2,4,1,1,22,2,3,1,4,7,8,1926,1997,2,2,16,0,0,0.0,3,1,3,3,0,5,424.0,0.0,200.0,624.0,2,5,1,1,736,0,1479,1.0,0.0,1,0,3,1,1,4,6,1,1.0,312.0,3,3,530,0,56,0,0,0,0,3,0,0,5,2006,1,11.982935344196433
528228405,120,8,0.0,3940,2,0,4,2,4,1,1,1,3,3,4,1,7,5,2004,2004,4,2,15,0,2,24.0,3,3,4,3,0,6,1087.0,0.0,306.0,1393.0,2,5,1,1,0,0,1576,1.0,0.0,2,0,2,1,1,3,2,2,3.0,668.0,3,3,143,20,0,0,0,0,0,0,0,0,5,2008,1,12.30134191540679
907187080,20,6,93.0,9382,2,0,1,2,4,3,1,6,3,3,1,1,7,5,1999,2000,2,2,15,0,2,125.0,3,3,4,3,0,1,0.0,0.0,1468.0,1468.0,2,5,1,1,0,0,1479,0.0,0.0,2,0,3,1,1,0,2,2,2.0,577.0,3,3,120,25,0,0,0,0,0,0,0,0,7,2008,1,12.160033942617156
903201090,40,6,55.0,6854,2,0,4,3,4,1,2,4,3,3,1,1,5,7,1925,1994,2,2,9,0,0,0.0,4,3,3,3,0,2,317.0,227.0,212.0,756.0,2,3,0,2,144,0,1060,1.0,0.0,1,0,1,1,4,4,6,1,1.0,308.0,2,3,0,65,0,0,150,0,0,0,0,0,8,2007,1,11.824087219587643
905475520,30,6,0.0,11515,2,0,1,2,4,3,1,8,3,3,1,1,4,5,1958,1994,2,2,7,0,0,0.0,3,4,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,1,0,0,943,0.0,0.0,1,0,3,1,3,0,6,1,1.0,308.0,3,1,0,0,60,0,0,0,0,0,0,0,8,2007,1,11.289794413577894
527302080,50,6,0.0,13837,2,0,1,2,4,2,1,NWAmes,3,3,1,2,7,5,1988,1988,2,2,7,0,2,178.0,4,3,4,4,0,6,1002.0,202.0,0.0,1204.0,2,4,1,1,806,0,2183,0.0,0.0,2,1,4,1,1,0,2,1,3.0,786.0,3,3,0,0,0,0,0,0,0,0,0,0,2,2006,1,12.34148164933907
906223090,60,6,80.0,9938,2,0,4,2,4,1,1,24,3,3,1,4,7,5,1993,1994,2,2,9,0,2,246.0,3,3,4,3,0,6,750.0,0.0,300.0,1050.0,2,5,1,1,887,0,1949,1.0,0.0,2,1,3,1,1,3,2,3,2.0,574.0,3,3,156,90,0,0,0,0,0,4,0,0,6,2010,1,12.371591321286905
921128030,20,6,85.0,12633,2,0,1,4,4,1,1,27,7,7,1,1,10,5,2006,2007,4,2,9,0,2,242.0,3,3,5,3,3,1,0.0,0.0,1824.0,1824.0,2,5,1,1,0,0,1824,0.0,0.0,2,0,3,1,1,4,2,3,3.0,932.0,3,3,160,36,0,0,108,0,0,0,0,0,9,2007,4,12.879019669789754
903451090,70,8,57.0,6876,2,0,4,2,4,1,1,12,3,3,1,4,6,5,1927,1950,2,2,11,0,0,0.0,3,2,3,2,0,4,522.0,0.0,198.0,720.0,2,2,1,1,784,0,1930,1.0,0.0,2,0,4,1,1,0,2,1,1.0,316.0,3,3,0,0,213,0,0,0,0,3,0,0,8,2009,1,11.91170829631447
533236090,160,3,36.0,3951,2,2,1,2,4,1,1,25,3,3,4,4,10,5,1998,1999,2,2,4,Pave,0,0.0,3,3,4,3,1,4,128.0,842.0,0.0,970.0,2,5,1,1,924,0,2393,1.0,0.0,2,1,2,1,1,3,2,3,2.0,846.0,3,3,0,90,0,0,94,0,0,0,0,0,2,2008,1,12.75130259456002
902100110,70,8,62.0,9856,2,1,4,2,4,2,1,21,3,3,1,4,5,8,1900,2005,4,2,6,Grvl,0,0.0,4,3,2,3,0,1,0.0,0.0,716.0,716.0,2,5,1,2,1007,0,2014,0.0,0.0,2,0,5,1,1,0,6,1,2.0,624.0,3,3,0,72,167,0,0,0,0,0,0,0,6,2006,1,12.037659911047468
905377050,20,6,84.0,17808,2,0,4,2,4,1,1,8,2,3,1,1,4,5,1946,1950,2,2,16,0,0,0.0,3,2,3,3,0,1,0.0,0.0,484.0,484.0,2,3,0,1,0,0,1242,0.0,0.0,1,0,2,1,4,0,2,1,1.0,336.0,3,1,0,0,0,0,0,0,0,0,0,0,7,2007,1,11.60733523953139
924151050,60,6,74.0,9627,2,0,4,2,4,1,2,15,3,3,1,4,7,5,1993,1994,2,2,7,0,2,94.0,3,3,4,3,2,2,758.0,0.0,238.0,996.0,2,5,1,1,1004,0,2000,0.0,0.0,2,1,3,1,1,3,2,3,3.0,650.0,3,3,190,48,0,0,0,0,0,0,0,0,11,2006,1,12.144202560946876
903227090,50,8,50.0,6000,2,0,4,2,4,1,1,4,3,3,1,2,6,6,1939,1950,2,2,9,0,0,0.0,2,2,3,3,0,1,0.0,0.0,780.0,780.0,2,5,1,3,587,0,1412,0.0,0.0,1,0,4,1,1,4,6,1,1.0,280.0,3,3,45,0,0,0,0,0,0,0,0,0,5,2009,1,11.794345471549745
907126050,20,6,65.0,9757,2,0,4,1,4,1,2,6,3,3,1,1,5,7,1994,1994,2,2,15,0,0,0.0,4,3,3,3,0,5,755.0,0.0,235.0,990.0,2,5,1,1,0,0,990,1.0,0.0,1,0,3,1,1,0,2,2,1.0,440.0,3,3,66,0,0,0,92,0,0,0,0,0,10,2009,1,11.870606902224587
905478140,20,6,58.0,9280,2,0,4,2,4,1,1,8,3,3,1,1,5,6,1951,1951,2,2,16,0,0,0.0,3,2,2,3,0,5,557.0,0.0,785.0,1342.0,2,5,1,1,0,0,1342,1.0,0.0,1,0,4,1,1,0,6,1,1.0,256.0,3,3,0,0,0,0,0,0,0,0,0,0,4,2007,1,11.736077016252437
528114010,20,6,120.0,14780,2,0,1,4,4,2,2,19,3,3,1,1,9,5,2005,2005,4,2,15,0,2,568.0,3,3,5,3,3,6,1505.0,0.0,363.0,1868.0,2,5,1,1,0,0,1868,1.0,0.0,2,0,2,1,1,4,2,3,3.0,1085.0,3,3,354,56,0,0,156,0,0,0,0,0,6,2006,1,12.936036208848487
902402130,70,8,60.0,7740,2,0,4,2,4,1,1,21,3,3,1,4,4,7,1910,1950,2,2,15,0,0,0.0,3,2,2,3,0,1,0.0,0.0,622.0,622.0,2,4,1,1,622,0,1363,0.0,0.0,1,0,3,1,1,0,6,1,2.0,528.0,3,3,0,0,0,0,168,0,0,0,0,0,6,2010,1,11.74006900564972
535175030,20,6,80.0,9600,2,0,4,2,4,1,1,20,2,3,1,1,6,6,1958,1988,4,2,16,0,1,183.0,3,2,3,3,0,3,620.0,620.0,0.0,1240.0,2,4,1,1,0,0,1632,1.0,0.0,2,0,3,1,2,4,2,2,1.0,338.0,3,3,289,0,0,0,0,0,0,3,0,0,4,2009,1,11.842236406331555
528110010,60,6,97.0,13478,2,0,1,2,4,2,1,19,3,3,1,4,10,5,2008,2008,2,2,6,0,4,420.0,3,3,5,3,3,6,1338.0,0.0,384.0,1722.0,2,5,1,1,568,0,2296,1.0,0.0,2,1,3,1,1,4,4,2,3.0,842.0,3,3,382,274,0,0,0,0,0,0,0,0,6,2009,8,13.02132904585825
908275040,90,6,65.0,10926,2,0,4,2,4,1,1,8,3,3,Duplex,1,5,5,1959,1959,4,2,15,0,2,74.0,3,2,3,3,0,1,0.0,0.0,1678.0,1678.0,2,3,1,1,0,0,1678,0.0,0.0,2,0,6,2,1,0,0,0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,8,2009,1,11.694421681264394
916455070,20,6,0.0,6853,2,0,1,2,4,1,1,27,3,3,1,1,8,5,2001,2002,2,2,15,0,2,136.0,3,3,5,3,0,6,1005.0,0.0,262.0,1267.0,2,5,1,1,0,0,1296,1.0,0.0,2,0,2,1,1,0,2,3,2.0,471.0,3,3,192,25,0,0,0,0,0,0,0,0,6,2009,1,12.301387370778713
526352080,20,6,85.0,10667,2,0,4,2,4,1,1,20,3,3,1,1,6,6,1971,1971,2,2,9,0,2,302.0,3,2,3,3,0,4,838.0,0.0,749.0,1587.0,2,3,1,1,0,0,1587,0.0,0.0,2,0,3,1,1,4,2,1,2.0,525.0,3,3,0,44,0,0,0,0,0,0,0,0,3,2007,1,12.027549864243364
909101100,50,6,45.0,8212,2,1,4,2,4,1,1,8,3,3,1,2,5,6,1941,1950,2,2,16,Grvl,0,0.0,3,2,3,3,0,3,626.0,0.0,94.0,720.0,2,5,1,1,444,0,1298,0.0,0.0,1,0,3,1,1,4,6,1,1.0,256.0,3,3,84,0,0,0,0,0,0,0,0,0,9,2009,1,11.711784520403112
532351090,90,8,70.0,9100,2,0,4,2,4,1,1,23,9,3,Duplex,1,5,5,1963,1963,2,2,7,0,2,336.0,3,2,3,3,0,3,1332.0,0.0,396.0,1728.0,2,3,1,1,0,0,1728,1.0,0.0,2,0,6,2,1,0,6,1,2.0,504.0,3,3,0,0,0,0,0,0,0,0,0,0,11,2006,8,11.736077016252437
902205090,20,8,50.0,6000,2,0,4,2,4,1,1,21,3,3,1,1,5,6,1957,1957,4,2,4,0,0,0.0,3,2,3,3,0,3,308.0,0.0,620.0,928.0,2,4,1,2,0,0,928,0.0,0.0,1,0,3,1,1,0,2,3,1.0,288.0,3,3,0,0,0,0,0,0,0,0,0,0,6,2008,1,11.630717389475995
906394020,60,6,78.0,9316,2,0,4,2,4,1,1,6,3,3,1,4,7,5,2005,2006,2,2,15,0,0,0.0,3,3,4,3,3,1,0.0,0.0,879.0,879.0,2,5,1,1,916,0,1795,0.0,0.0,2,1,3,1,1,0,2,2,2.0,578.0,3,3,164,111,0,0,0,0,0,0,0,0,10,2007,1,12.160033942617156
535180100,20,6,75.0,9464,2,0,4,2,4,2,1,20,3,3,1,1,6,7,1958,1958,4,2,9,0,2,135.0,4,2,3,3,0,4,570.0,0.0,510.0,1080.0,2,4,1,1,0,0,1080,0.0,0.0,1,0,3,1,1,0,2,1,1.0,288.0,3,3,0,0,0,0,130,0,0,0,0,0,6,2008,1,11.820417517632333
907175100,60,6,80.0,10400,2,0,4,2,4,2,1,6,3,3,1,4,7,5,1998,1998,2,2,15,0,0,0.0,3,3,4,3,2,1,0.0,0.0,866.0,866.0,2,5,1,1,913,0,1779,0.0,0.0,2,1,3,1,1,0,2,2,2.0,546.0,3,3,198,36,0,0,0,0,0,0,0,0,3,2009,1,12.19552218463499
903430090,50,8,59.0,5310,2,0,4,2,4,2,1,21,2,3,1,2,6,8,1910,2003,4,2,15,0,0,0.0,4,2,3,2,0,1,0.0,0.0,485.0,485.0,2,4,1,1,634,0,1635,0.0,0.0,1,0,2,1,1,0,2,1,1.0,255.0,2,3,394,0,0,0,0,0,0,0,0,0,6,2006,1,11.669937760751914
906380170,20,6,64.0,7406,2,0,4,2,4,1,1,6,3,3,1,1,7,5,2006,2006,2,2,15,0,4,84.0,3,3,4,3,2,6,684.0,0.0,515.0,1199.0,2,5,1,1,0,0,1220,1.0,0.0,2,0,2,1,1,0,2,2,2.0,632.0,3,3,105,54,0,0,0,0,0,0,0,0,7,2006,4,12.175618592671356
533215030,120,3,0.0,4538,2,0,1,2,4,1,1,25,3,3,4,1,9,5,2001,2001,2,2,15,0,2,179.0,3,3,5,3,2,6,1004.0,0.0,306.0,1310.0,2,5,1,1,0,0,1310,1.0,0.0,1,1,1,1,1,3,2,2,2.0,545.0,3,3,277,45,0,0,0,0,0,0,0,0,7,2008,1,12.560247968016562
904351280,190,6,62.0,10106,2,0,4,2,4,1,1,8,3,3,2fmCon,2,5,7,1940,1999,2,2,16,0,0,0.0,4,1,3,3,0,5,351.0,181.0,112.0,644.0,2,4,1,1,547,0,1355,1.0,0.0,2,0,4,2,1,0,0,0,0.0,0.0,0,3,140,0,0,0,0,0,0,0,0,0,9,2008,1,11.755879486687116
533128030,60,6,0.0,13346,2,0,1,2,4,3,1,17,3,3,1,4,7,5,1992,2000,2,2,7,0,0,0.0,3,3,4,3,0,6,728.0,0.0,367.0,1095.0,2,5,1,1,1129,0,2295,1.0,0.0,2,1,4,1,1,3,2,2,2.0,590.0,3,3,0,40,0,0,0,0,0,0,0,0,7,2006,1,12.498745990829315
902206270,70,8,57.0,9639,2,0,4,2,4,1,1,21,1,3,1,4,4,8,1900,1950,2,2,9,0,0,0.0,3,3,3,3,0,1,0.0,0.0,1075.0,1075.0,2,5,1,1,642,0,1798,0.0,0.0,2,1,4,1,1,0,6,1,2.0,342.0,3,1,0,0,160,0,0,0,0,3,0,0,5,2007,1,11.827743504053695
534129060,20,6,0.0,15387,2,0,1,2,4,3,1,NWAmes,3,3,1,1,7,7,1967,1967,2,2,11,0,0,0.0,3,2,3,3,0,5,603.0,294.0,723.0,1620.0,2,5,1,1,0,0,1620,0.0,0.0,2,0,4,1,1,4,2,1,2.0,578.0,3,3,0,62,192,0,0,0,0,0,4,450,8,2008,1,12.278397958261774
