PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SalePrice
535327140,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,NA,None,0.0,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,0,0,827,0.0,0.0,1,0,2,1,Mod,Po,Detchd,Unf,1.0,392.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,11.58525542883217
902328040,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Grvl,None,0.0,TA,CBlock,TA,TA,No,Unf,0.0,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,0,1484,0.0,0.0,2,0,3,1,Typ,Gd,NA,NA,0.0,0.0,NA,Y,0,291,134,0,0,0,NA,NA,NA,0,6,2008,WD ,11.759793355371237
902100030,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Grvl,None,0.0,TA,BrkTil,Fa,TA,No,Unf,0.0,0.0,680.0,680.0,GasA,Gd,N,FuseP,0,0,764,0.0,0.0,1,0,2,1,Typ,NA,Detchd,Unf,2.0,504.0,TA,N,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD ,11.19822841866684
528164040,20,RL,72.0,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,NA,BrkFace,562.0,TA,PConc,Ex,TA,Gd,GLQ,1567.0,0.0,225.0,1792.0,GasA,Ex,Y,SBrkr,0,0,1792,1.0,0.0,2,0,2,1,Typ,Gd,Attchd,Fin,3.0,874.0,TA,Y,206,49,0,0,0,0,NA,NA,NA,0,8,2006,WD ,12.832013750189885
528178070,60,RL,130.0,16900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,NA,BrkFace,1110.0,TA,PConc,Ex,TA,Mn,GLQ,1075.0,0.0,404.0,1479.0,GasA,Ex,Y,SBrkr,1134,0,2649,1.0,0.0,2,1,4,1,Typ,TA,Attchd,Fin,3.0,746.0,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,1,2008,WD ,12.950984134533131
527164060,60,RL,0.0,9636,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,0.0,808.0,808.0,GasA,Gd,Y,SBrkr,785,0,1593,0.0,0.0,2,1,3,1,Typ,TA,BuiltIn,RFn,2.0,389.0,TA,Y,342,40,0,0,0,0,NA,MnPrv,NA,0,12,2009,WD ,12.08954444723597
908128050,85,RL,90.0,10012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,NA,None,0.0,TA,CBlock,Gd,TA,Av,BLQ,920.0,180.0,38.0,1138.0,GasA,TA,Y,SBrkr,0,0,1181,1.0,0.0,2,0,3,1,Typ,NA,Detchd,RFn,2.0,588.0,TA,Y,0,0,180,0,0,0,NA,MnPrv,NA,0,4,2008,WD ,11.83138646878959
528390020,20,RL,91.0,14303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,NA,BrkFace,554.0,TA,PConc,Gd,TA,Gd,GLQ,1314.0,0.0,672.0,1986.0,GasA,Ex,Y,SBrkr,0,0,1987,1.0,0.0,2,0,2,1,Typ,TA,Attchd,Fin,2.0,691.0,TA,Y,262,36,0,0,0,0,NA,NA,NA,0,8,2008,WD ,12.616528611893463
909250080,70,RL,43.0,5707,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,NA,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,583.0,583.0,GasA,Gd,Y,FuseF,595,0,1242,0.0,0.0,1,1,3,1,Typ,Gd,Detchd,Unf,1.0,180.0,Fa,Y,329,96,0,0,0,0,NA,NA,NA,0,3,2009,WD ,11.561725152903833
534201260,20,RL,78.0,9360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,NA,BrkFace,203.0,TA,CBlock,TA,TA,Av,ALQ,760.0,0.0,216.0,976.0,GasA,TA,Y,SBrkr,0,0,976,1.0,0.0,1,0,2,1,Typ,Fa,Attchd,RFn,2.0,504.0,TA,Y,94,0,0,0,0,0,NA,NA,NA,0,8,2006,WD ,11.967187086434018
903430050,50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,Grvl,None,0.0,TA,CBlock,TA,TA,No,Unf,0.0,0.0,969.0,969.0,GasA,TA,N,FuseA,245,0,1214,0.0,0.0,1,0,2,1,Typ,NA,Detchd,Unf,1.0,216.0,TA,N,0,0,77,0,0,0,NA,MnPrv,NA,0,9,2007,WD ,11.669937760751914
535478090,20,RL,70.0,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,NA,None,0.0,TA,CBlock,TA,TA,No,BLQ,468.0,0.0,396.0,864.0,GasA,Gd,Y,SBrkr,0,0,864,0.0,1.0,1,0,3,1,Typ,NA,Attchd,Unf,1.0,336.0,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,2,2006,WD ,11.561725152903833
909256060,50,RL,51.0,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,NA,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,0,473,1639,0.0,0.0,1,0,3,1,Maj2,NA,Detchd,Unf,1.0,240.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2008,WD ,11.652696102959753
528112040,20,RL,95.0,11578,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,NA,Stone,302.0,TA,PConc,Ex,TA,No,Unf,0.0,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,0,0,1736,0.0,0.0,2,0,3,1,Typ,Gd,Attchd,RFn,3.0,834.0,TA,Y,319,90,0,0,0,0,NA,NA,NA,0,7,2009,WD ,12.793862088206213
906226110,90,RL,64.0,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,NA,None,0.0,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0,0,1535,0.0,0.0,2,0,4,2,Typ,NA,Attchd,Unf,2.0,400.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,11.685693195625964
534251280,60,RL,0.0,9130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,NA,BrkFace,252.0,TA,CBlock,TA,TA,No,GLQ,400.0,64.0,336.0,800.0,GasA,Gd,Y,SBrkr,832,0,1632,0.0,1.0,1,1,4,1,Typ,NA,Attchd,Unf,2.0,484.0,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,7,2008,WD ,12.06105265381003
535383120,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,Grvl,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,630.0,630.0,GasA,TA,Y,FuseA,0,0,725,0.0,0.0,1,1,1,1,Typ,NA,Detchd,Unf,1.0,320.0,TA,Y,0,30,0,0,0,0,NA,NA,NA,0,11,2009,WD ,11.270866642542865
528240020,60,RL,62.0,8244,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,880,0,1720,0.0,0.0,2,1,3,1,Typ,Gd,Attchd,Fin,2.0,440.0,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,5,2007,WD ,12.119975396053194
902135020,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,Pave,None,0.0,TA,CBlock,Fa,TA,No,Unf,0.0,0.0,936.0,936.0,GasA,TA,N,SBrkr,0,0,936,0.0,0.0,1,0,2,1,Min2,NA,Detchd,Unf,2.0,576.0,TA,Y,0,32,112,0,0,0,NA,NA,NA,0,2,2009,WD ,11.440365524765756
528228375,120,RL,0.0,3621,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,NA,BrkFace,72.0,TA,PConc,Gd,TA,Gd,GLQ,1084.0,0.0,322.0,1406.0,GasA,Ex,Y,SBrkr,0,0,1589,1.0,0.0,2,0,2,1,Typ,TA,Attchd,Fin,3.0,630.0,TA,Y,143,20,0,0,0,0,NA,NA,NA,0,11,2007,WD ,12.330504638906516
527163040,60,RL,59.0,7837,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,0.0,799.0,799.0,GasA,Gd,Y,SBrkr,772,0,1571,0.0,0.0,2,1,3,1,Typ,TA,Attchd,RFn,2.0,380.0,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,5,2009,WD ,12.08954444723597
907192120,20,RL,72.0,10665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,NA,BrkFace,167.0,TA,PConc,Gd,TA,Av,GLQ,1013.0,0.0,440.0,1453.0,GasA,Ex,Y,SBrkr,0,0,1479,1.0,0.0,2,0,3,1,Typ,NA,Attchd,RFn,2.0,558.0,TA,Y,144,29,0,0,0,0,NA,NA,NA,0,6,2007,WD ,12.328294703023394
924100060,60,RL,70.0,10457,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,NA,BrkFace,178.0,Ex,CBlock,TA,TA,Gd,BLQ,496.0,288.0,0.0,784.0,GasA,Ex,Y,SBrkr,848,0,1632,0.0,0.0,1,1,4,1,Typ,TA,Attchd,RFn,2.0,898.0,TA,Y,0,173,368,0,0,0,NA,MnPrv,NA,0,4,2009,WD ,12.06105265381003
532378120,20,RL,60.0,8281,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,NA,None,0.0,TA,CBlock,TA,TA,No,Rec,553.0,311.0,0.0,864.0,GasA,Gd,Y,SBrkr,0,0,864,0.0,0.0,1,0,3,1,Typ,Po,Detchd,Unf,1.0,360.0,TA,Y,0,0,236,0,0,0,NA,GdWo,NA,0,12,2009,WD ,11.04106411122238
528104080,60,RL,67.0,14948,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,NA,Stone,268.0,TA,PConc,Ex,TA,Av,GLQ,1330.0,0.0,122.0,1452.0,GasA,Ex,Y,SBrkr,1237,0,2713,1.0,0.0,2,1,3,1,Typ,Gd,Attchd,Fin,3.0,858.0,TA,Y,126,66,0,0,0,0,NA,NA,NA,0,11,2008,New,13.008661502470739
909250070,70,RL,43.0,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,NA,None,0.0,TA,BrkTil,TA,TA,No,ALQ,424.0,0.0,200.0,624.0,GasA,Ex,Y,SBrkr,736,0,1479,1.0,0.0,1,0,3,1,Typ,Gd,Detchd,Unf,1.0,312.0,TA,Y,530,0,56,0,0,0,NA,MnPrv,NA,0,5,2006,WD ,11.982935344196433
528228405,120,RM,0.0,3940,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,NA,BrkFace,24.0,TA,PConc,Gd,TA,No,GLQ,1087.0,0.0,306.0,1393.0,GasA,Ex,Y,SBrkr,0,0,1576,1.0,0.0,2,0,2,1,Typ,TA,Attchd,RFn,3.0,668.0,TA,Y,143,20,0,0,0,0,NA,NA,NA,0,5,2008,WD ,12.30134191540679
907187080,20,RL,93.0,9382,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,NA,BrkFace,125.0,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,0,0,1479,0.0,0.0,2,0,3,1,Typ,NA,Attchd,RFn,2.0,577.0,TA,Y,120,25,0,0,0,0,NA,NA,NA,0,7,2008,WD ,12.160033942617156
903201090,40,RL,55.0,6854,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,NA,None,0.0,Gd,PConc,TA,TA,No,LwQ,317.0,227.0,212.0,756.0,GasA,TA,N,FuseA,144,0,1060,1.0,0.0,1,0,1,1,Mod,Gd,Detchd,Unf,1.0,308.0,Fa,Y,0,65,0,0,150,0,NA,NA,NA,0,8,2007,WD ,11.824087219587643
905475520,30,RL,0.0,11515,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,NA,None,0.0,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,0.0,GasA,TA,N,SBrkr,0,0,943,0.0,0.0,1,0,3,1,Min2,NA,Detchd,Unf,1.0,308.0,TA,N,0,0,60,0,0,0,NA,NA,NA,0,8,2007,WD ,11.289794413577894
527302080,50,RL,0.0,13837,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,NA,BrkFace,178.0,Gd,PConc,Gd,Gd,No,GLQ,1002.0,202.0,0.0,1204.0,GasA,Gd,Y,SBrkr,806,0,2183,0.0,0.0,2,1,4,1,Typ,NA,Attchd,Unf,3.0,786.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,2,2006,WD ,12.34148164933907
906223090,60,RL,80.0,9938,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,NA,BrkFace,246.0,TA,PConc,Gd,TA,No,GLQ,750.0,0.0,300.0,1050.0,GasA,Ex,Y,SBrkr,887,0,1949,1.0,0.0,2,1,3,1,Typ,TA,Attchd,Fin,2.0,574.0,TA,Y,156,90,0,0,0,0,NA,GdPrv,NA,0,6,2010,WD ,12.371591321286905
921128030,20,RL,85.0,12633,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,NA,BrkFace,242.0,TA,PConc,Ex,TA,Gd,Unf,0.0,0.0,1824.0,1824.0,GasA,Ex,Y,SBrkr,0,0,1824,0.0,0.0,2,0,3,1,Typ,Gd,Attchd,Fin,3.0,932.0,TA,Y,160,36,0,0,108,0,NA,NA,NA,0,9,2007,New,12.879019669789754
903451090,70,RM,57.0,6876,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,NA,None,0.0,TA,CBlock,TA,Fa,No,BLQ,522.0,0.0,198.0,720.0,GasA,Fa,Y,SBrkr,784,0,1930,1.0,0.0,2,0,4,1,Typ,NA,Attchd,Unf,1.0,316.0,TA,Y,0,0,213,0,0,0,NA,MnPrv,NA,0,8,2009,WD ,11.91170829631447
533236090,160,FV,36.0,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,Pave,None,0.0,TA,PConc,Gd,TA,Mn,BLQ,128.0,842.0,0.0,970.0,GasA,Ex,Y,SBrkr,924,0,2393,1.0,0.0,2,1,2,1,Typ,TA,Attchd,Fin,2.0,846.0,TA,Y,0,90,0,0,94,0,NA,NA,NA,0,2,2008,WD ,12.75130259456002
902100110,70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,Grvl,None,0.0,Gd,PConc,Fa,TA,No,Unf,0.0,0.0,716.0,716.0,GasA,Ex,Y,FuseA,1007,0,2014,0.0,0.0,2,0,5,1,Typ,NA,Detchd,Unf,2.0,624.0,TA,Y,0,72,167,0,0,0,NA,NA,NA,0,6,2006,WD ,12.037659911047468
905377050,20,RL,84.0,17808,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,NA,None,0.0,TA,CBlock,TA,TA,No,Unf,0.0,0.0,484.0,484.0,GasA,TA,N,SBrkr,0,0,1242,0.0,0.0,1,0,2,1,Mod,NA,Attchd,Unf,1.0,336.0,TA,N,0,0,0,0,0,0,NA,NA,NA,0,7,2007,WD ,11.60733523953139
924151050,60,RL,74.0,9627,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,NA,BrkFace,94.0,TA,PConc,Gd,TA,Av,LwQ,758.0,0.0,238.0,996.0,GasA,Ex,Y,SBrkr,1004,0,2000,0.0,0.0,2,1,3,1,Typ,TA,Attchd,Fin,3.0,650.0,TA,Y,190,48,0,0,0,0,NA,NA,NA,0,11,2006,WD ,12.144202560946876
903227090,50,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,NA,None,0.0,Fa,CBlock,TA,TA,No,Unf,0.0,0.0,780.0,780.0,GasA,Ex,Y,FuseF,587,0,1412,0.0,0.0,1,0,4,1,Typ,Gd,Detchd,Unf,1.0,280.0,TA,Y,45,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,11.794345471549745
907126050,20,RL,65.0,9757,Pave,NA,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,NA,None,0.0,Gd,PConc,TA,TA,No,ALQ,755.0,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,0,0,990,1.0,0.0,1,0,3,1,Typ,NA,Attchd,RFn,1.0,440.0,TA,Y,66,0,0,0,92,0,NA,NA,NA,0,10,2009,WD ,11.870606902224587
905478140,20,RL,58.0,9280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,NA,None,0.0,TA,CBlock,Fa,TA,No,ALQ,557.0,0.0,785.0,1342.0,GasA,Ex,Y,SBrkr,0,0,1342,1.0,0.0,1,0,4,1,Typ,NA,Detchd,Unf,1.0,256.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD ,11.736077016252437
528114010,20,RL,120.0,14780,Pave,NA,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,NA,BrkFace,568.0,TA,PConc,Ex,TA,Gd,GLQ,1505.0,0.0,363.0,1868.0,GasA,Ex,Y,SBrkr,0,0,1868,1.0,0.0,2,0,2,1,Typ,Gd,Attchd,Fin,3.0,1085.0,TA,Y,354,56,0,0,156,0,NA,NA,NA,0,6,2006,WD ,12.936036208848487
902402130,70,RM,60.0,7740,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,NA,None,0.0,TA,CBlock,Fa,TA,No,Unf,0.0,0.0,622.0,622.0,GasA,Gd,Y,SBrkr,622,0,1363,0.0,0.0,1,0,3,1,Typ,NA,Detchd,Unf,2.0,528.0,TA,Y,0,0,0,0,168,0,NA,NA,NA,0,6,2010,WD ,11.74006900564972
535175030,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,NA,BrkCmn,183.0,TA,CBlock,TA,TA,No,Rec,620.0,620.0,0.0,1240.0,GasA,Gd,Y,SBrkr,0,0,1632,1.0,0.0,2,0,3,1,Min1,Gd,Attchd,RFn,1.0,338.0,TA,Y,289,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,WD ,11.842236406331555
528110010,60,RL,97.0,13478,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,NA,Stone,420.0,TA,PConc,Ex,TA,Gd,GLQ,1338.0,0.0,384.0,1722.0,GasA,Ex,Y,SBrkr,568,0,2296,1.0,0.0,2,1,3,1,Typ,Gd,BuiltIn,RFn,3.0,842.0,TA,Y,382,274,0,0,0,0,NA,NA,NA,0,6,2009,ConLI,13.02132904585825
908275040,90,RL,65.0,10926,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,NA,BrkFace,74.0,TA,CBlock,TA,TA,No,Unf,0.0,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,0,0,1678,0.0,0.0,2,0,6,2,Typ,NA,NA,NA,0.0,0.0,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD ,11.694421681264394
916455070,20,RL,0.0,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,NA,BrkFace,136.0,TA,PConc,Ex,TA,No,GLQ,1005.0,0.0,262.0,1267.0,GasA,Ex,Y,SBrkr,0,0,1296,1.0,0.0,2,0,2,1,Typ,NA,Attchd,Fin,2.0,471.0,TA,Y,192,25,0,0,0,0,NA,NA,NA,0,6,2009,WD ,12.301387370778713
526352080,20,RL,85.0,10667,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,NA,BrkFace,302.0,TA,CBlock,TA,TA,No,BLQ,838.0,0.0,749.0,1587.0,GasA,TA,Y,SBrkr,0,0,1587,0.0,0.0,2,0,3,1,Typ,Gd,Attchd,Unf,2.0,525.0,TA,Y,0,44,0,0,0,0,NA,NA,NA,0,3,2007,WD ,12.027549864243364
909101100,50,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Grvl,None,0.0,TA,CBlock,TA,TA,No,Rec,626.0,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,444,0,1298,0.0,0.0,1,0,3,1,Typ,Gd,Detchd,Unf,1.0,256.0,TA,Y,84,0,0,0,0,0,NA,NA,NA,0,9,2009,WD ,11.711784520403112
532351090,90,RM,70.0,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,NA,BrkFace,336.0,TA,CBlock,TA,TA,No,Rec,1332.0,0.0,396.0,1728.0,GasA,TA,Y,SBrkr,0,0,1728,1.0,0.0,2,0,6,2,Typ,NA,Detchd,Unf,2.0,504.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,ConLI,11.736077016252437
902205090,20,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,NA,None,0.0,TA,CBlock,TA,TA,No,Rec,308.0,0.0,620.0,928.0,GasA,Gd,Y,FuseA,0,0,928,0.0,0.0,1,0,3,1,Typ,NA,Attchd,Fin,1.0,288.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD ,11.630717389475995
906394020,60,RL,78.0,9316,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,Gd,Unf,0.0,0.0,879.0,879.0,GasA,Ex,Y,SBrkr,916,0,1795,0.0,0.0,2,1,3,1,Typ,NA,Attchd,RFn,2.0,578.0,TA,Y,164,111,0,0,0,0,NA,NA,NA,0,10,2007,WD ,12.160033942617156
535180100,20,RL,75.0,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,NA,BrkFace,135.0,Gd,CBlock,TA,TA,No,BLQ,570.0,0.0,510.0,1080.0,GasA,Gd,Y,SBrkr,0,0,1080,0.0,0.0,1,0,3,1,Typ,NA,Attchd,Unf,1.0,288.0,TA,Y,0,0,0,0,130,0,NA,NA,NA,0,6,2008,WD ,11.820417517632333
